TicketPrice,ReturnTrip,TripType,Age,Gender,TravelTime,Region
38.95,Yes,Full,57,Male,AM,International
87.29,No,Full,49,Female,AM,Europe
96.1,No,Half,40,Female,AM,International
100.02,No,Half,74,Male,AM,Europe
93.55,Yes,Full,53,Male,AM,Europe
84.4,Yes,Full,64,Male,PM,International
27.2,Yes,Full,61,Female,AM,Europe
89.14,No,Full,46,Male,AM,Europe
36.59,No,Half,37,Male,AM,Europe
88.01,No,Full,71,Male,PM,Europe
16.25,No,Full,21,Female,AM,International
53.65,No,Full,79,Male,PM,Europe
50.2,No,Full,40,Male,AM,Europe
9.22,No,Full,77,Female,PM,International
106.66,Yes,Full,67,Male,PM,Europe
82.8,No,Full,63,Female,AM,Europe
94.5,No,Full,50,Male,PM,Europe
81.56,Yes,Full,32,Male,AM,Europe
44.45,Yes,Full,72,Female,PM,Europe
63.28,Yes,Half,70,Female,PM,Europe
19.81,No,Full,61,Female,PM,International
23.59,No,Half,23,Male,PM,Europe
42.27,Yes,Full,44,Male,PM,Europe
79.02,No,Half,53,Female,AM,Europe
73.95,No,Half,67,Female,PM,International
94.15,No,Half,41,Male,AM,Europe
66.2,Yes,Full,34,Male,PM,International
82.7,No,Half,43,Male,PM,Europe
10.05,No,Full,78,Male,PM,Europe
112.33,No,Full,48,Female,AM,Europe
102.31,Yes,Full,78,Male,PM,Europe
112.71,Yes,Full,64,Female,AM,Europe
24.97,No,Full,24,Female,PM,International
21.79,No,Full,47,Male,AM,International
67.13,Yes,Full,31,Male,PM,International
101.45,Yes,Half,35,Male,PM,Europe
89.91,No,Full,36,Male,PM,Europe
34.74,No,Full,76,Female,AM,International
59.65,No,Full,71,Male,AM,International
32.07,No,Half,35,Female,PM,Europe
69.89,No,Full,73,Male,AM,International
70.27,Yes,Full,18,Male,PM,Europe
14.56,No,Full,32,Male,AM,Europe
77.77,No,Full,64,Female,PM,Europe
16.16,No,Full,22,Male,AM,International
8.21,No,Full,79,Male,AM,International
103.34,No,Full,35,Other,PM,Europe
33.57,Yes,Full,48,Other,PM,Europe
58.49,Yes,Half,63,Other,PM,Europe
112.87,Yes,Half,21,Female,PM,Europe
76.92,No,Half,27,Female,PM,Europe
47.85,Yes,Full,55,Female,PM,Europe
102.96,No,Full,65,Male,AM,International
29.68,No,Full,40,Male,AM,Europe
61.15,Yes,Full,79,Female,AM,Europe
70.06,Yes,Full,58,Female,AM,Europe
72.37,Yes,Full,73,Female,AM,Europe
7.01,Yes,Half,29,Female,AM,Europe
48.35,Yes,Full,64,Other,AM,Europe
64.21,No,Full,69,Female,PM,International
57.65,No,Half,50,Other,PM,Europe
99.52,No,Half,76,Female,PM,Europe
88.14,No,Full,64,Male,PM,International
112.2,No,Full,57,Female,AM,Europe
30.73,Yes,Full,77,Female,PM,Europe
22.96,No,Half,18,Female,PM,Europe
28.37,Yes,Full,56,Male,AM,Europe
80.48,No,Full,60,Female,PM,International
33.94,Yes,Half,67,Male,AM,Europe
81.43,No,Half,43,Male,PM,Europe
83.59,Yes,Full,48,Male,AM,International
14.35,Yes,Full,26,Male,AM,International
90.1,No,Half,39,Female,PM,Europe
41.11,No,Half,45,Male,PM,International
30.43,No,Half,23,Female,AM,Europe
34.76,Yes,Full,73,Male,PM,International
108.07,Yes,Full,46,Female,PM,Europe
74.59,No,Full,78,Female,AM,Europe
79.72,Yes,Full,73,Male,PM,International
29.97,Yes,Half,46,Female,PM,Europe
46.4,No,Half,24,Female,AM,Europe
98.21,Yes,Full,73,Male,AM,Europe
44.12,No,Half,66,Male,PM,Europe
98.45,Yes,Half,35,Female,PM,Europe
28.0,No,Half,60,Male,PM,Europe
89.22,Yes,Full,35,Female,AM,Europe
18.43,No,Full,75,Male,PM,Europe
99.57,No,Full,53,Male,PM,Europe
82.36,Yes,Half,78,Female,AM,Europe
115.09,Yes,Half,76,Other,AM,Europe
8.4,Yes,Full,44,Male,AM,Europe
20.16,No,Full,61,Male,PM,Europe
8.14,No,Full,27,Male,PM,International
6.93,No,Full,34,Male,PM,Europe
102.3,Yes,Half,78,Male,AM,Europe
77.61,No,Half,22,Female,PM,International
79.03,No,Full,51,Male,AM,Europe
48.25,No,Half,78,Male,AM,Europe
11.13,Yes,Half,29,Female,PM,Europe
54.59,No,Full,79,Female,AM,Europe
23.1,No,Full,66,Female,AM,Europe
112.48,No,Full,19,Female,PM,Europe
106.03,Yes,Full,36,Other,AM,International
39.61,Yes,Half,30,Male,AM,International
6.99,Yes,Half,43,Female,AM,International
7.41,Yes,Full,26,Female,AM,Europe
65.82,Yes,Half,30,Other,PM,Europe
99.66,No,Half,80,Male,PM,Europe
44.37,No,Half,22,Female,AM,Europe
80.61,No,Half,38,Female,AM,Europe
103.67,No,Full,63,Male,AM,Europe
78.17,No,Full,60,Female,PM,Europe
5.7,No,Half,54,Male,PM,International
68.38,No,Full,65,Male,AM,Europe
25.11,Yes,Half,23,Female,PM,International
97.01,No,Half,75,Female,PM,International
52.42,No,Half,23,Male,PM,Europe
55.51,No,Full,70,Male,AM,International
39.95,No,Full,65,Male,PM,International
31.4,No,Half,49,Female,PM,International
23.39,Yes,Half,69,Female,AM,International
51.88,No,Full,34,Male,PM,Europe
66.82,No,Full,62,Female,AM,Europe
108.61,No,Full,31,Male,AM,International
51.22,Yes,Full,29,Female,PM,Europe
42.0,Yes,Half,31,Male,AM,Europe
99.09,No,Half,41,Female,AM,International
85.06,No,Full,74,Female,AM,International
18.2,No,Half,58,Other,AM,International
86.34,Yes,Full,50,Male,AM,Europe
114.39,No,Half,79,Male,AM,Europe
62.18,Yes,Full,23,Male,AM,Europe
61.42,Yes,Full,41,Male,AM,International
88.21,Yes,Full,55,Female,PM,Europe
27.98,Yes,Half,24,Female,PM,Europe
47.21,Yes,Half,73,Male,AM,Europe
41.45,Yes,Half,77,Male,AM,Europe
119.53,Yes,Half,37,Female,AM,International
23.59,No,Full,41,Male,PM,International
25.0,Yes,Full,72,Female,PM,International
58.0,No,Full,52,Male,PM,International
36.55,Yes,Full,54,Female,PM,International
105.13,No,Full,54,Female,PM,International
55.19,Yes,Full,72,Male,PM,Europe
83.76,Yes,Full,75,Female,PM,International
99.09,No,Full,67,Female,PM,Europe
36.29,No,Full,20,Female,PM,Europe
89.26,No,Full,74,Female,PM,Europe
50.9,Yes,Full,50,Female,AM,Europe
34.27,No,Full,59,Female,AM,Europe
107.36,Yes,Full,68,Female,PM,International
69.98,Yes,Half,22,Other,AM,Europe
62.08,No,Full,42,Male,AM,International
25.77,Yes,Half,45,Male,AM,Europe
108.69,Yes,Full,62,Female,AM,Europe
78.35,No,Full,76,Male,PM,Europe
113.98,Yes,Half,58,Male,AM,Europe
10.1,No,Full,68,Male,AM,International
18.41,No,Full,21,Male,AM,Europe
105.9,Yes,Full,52,Female,AM,Europe
56.95,No,Full,73,Female,PM,Europe
58.7,Yes,Half,24,Male,PM,Europe
30.68,No,Full,65,Female,AM,Europe
61.17,Yes,Full,54,Female,AM,International
55.43,No,Half,51,Other,AM,Europe
87.9,No,Full,35,Female,AM,Europe
78.08,No,Full,61,Male,PM,International
96.88,Yes,Full,76,Male,PM,Europe
95.06,Yes,Full,27,Male,AM,Europe
53.47,No,Full,71,Female,AM,Europe
39.67,No,Full,80,Female,AM,International
42.58,No,Full,26,Female,AM,Europe
118.84,No,Half,59,Female,PM,Europe
52.06,Yes,Half,26,Male,AM,Europe
91.88,Yes,Half,46,Female,PM,Europe
14.52,Yes,Full,36,Female,AM,Europe
54.4,Yes,Full,80,Male,PM,International
42.82,No,Half,30,Male,AM,Europe
23.42,No,Half,31,Male,PM,International
7.75,No,Full,30,Male,PM,Europe
33.97,Yes,Full,29,Male,AM,Europe
96.23,No,Full,76,Female,PM,Europe
39.21,Yes,Half,27,Male,PM,Europe
105.4,Yes,Full,29,Female,AM,Europe
71.57,No,Full,19,Male,AM,Europe
97.54,No,Full,36,Male,PM,Europe
119.93,No,Half,42,Male,AM,International
78.66,No,Full,21,Female,AM,Europe
44.2,No,Half,25,Other,AM,Europe
40.65,Yes,Half,50,Male,AM,Europe
116.86,No,Full,36,Male,PM,International
87.18,No,Full,51,Male,AM,International
62.79,No,Full,49,Female,AM,Europe
29.62,Yes,Full,68,Female,AM,Europe
61.34,No,Half,58,Male,PM,Europe
92.65,No,Half,77,Male,PM,International
117.09,Yes,Half,77,Female,PM,Europe
82.37,No,Half,61,Male,PM,Europe
7.83,No,Full,61,Male,AM,Europe
58.5,Yes,Full,80,Other,AM,Europe
100.18,Yes,Full,70,Female,AM,Europe
63.71,No,Full,42,Other,PM,International
44.57,Yes,Full,22,Female,PM,Europe
104.03,Yes,Half,19,Male,PM,Europe
71.42,No,Half,71,Male,AM,Europe
63.0,Yes,Full,54,Female,PM,Europe
60.92,Yes,Half,63,Male,AM,Europe
83.37,Yes,Half,34,Male,PM,International
57.36,No,Full,52,Female,PM,Europe
70.22,No,Full,73,Male,AM,Europe
38.18,Yes,Half,65,Female,PM,International
24.76,Yes,Full,51,Male,PM,International
99.31,No,Half,28,Female,AM,Europe
41.71,No,Half,74,Female,PM,International
19.45,Yes,Full,79,Female,AM,International
26.19,No,Full,26,Male,AM,Europe
52.46,Yes,Full,70,Other,PM,Europe
37.82,No,Full,79,Female,AM,Europe
84.93,No,Half,44,Female,AM,Europe
45.24,Yes,Full,20,Male,AM,Europe
72.37,No,Half,45,Female,PM,International
24.22,Yes,Half,46,Male,PM,International
20.71,No,Full,51,Male,PM,International
109.23,Yes,Half,75,Female,PM,Europe
104.43,No,Full,49,Other,AM,Europe
108.24,No,Full,30,Female,PM,Europe
61.74,No,Half,63,Female,PM,Europe
13.1,No,Full,21,Female,AM,International
40.67,Yes,Full,52,Female,PM,Europe
106.36,No,Half,49,Female,AM,International
53.59,Yes,Full,40,Female,AM,Europe
42.59,No,Half,26,Female,PM,International
38.98,Yes,Full,51,Other,PM,Europe
68.19,Yes,Full,24,Male,PM,Europe
57.01,Yes,Full,35,Male,AM,Europe
48.11,No,Full,68,Female,PM,Europe
53.65,Yes,Full,53,Other,PM,Europe
35.67,No,Full,70,Female,PM,Europe
27.06,Yes,Full,62,Female,AM,Europe
28.21,Yes,Full,22,Male,AM,International
9.41,Yes,Full,48,Male,AM,Europe
113.74,No,Half,61,Male,PM,Europe
115.0,Yes,Full,47,Female,AM,Europe
16.83,No,Half,25,Male,AM,Europe
13.49,Yes,Half,23,Male,PM,Europe
52.87,Yes,Full,42,Female,AM,Europe
92.85,No,Full,54,Male,AM,International
99.99,No,Full,28,Female,AM,International
7.46,No,Full,53,Other,AM,Europe
37.58,No,Full,19,Male,PM,Europe
66.56,No,Half,47,Male,AM,International
20.54,Yes,Half,67,Male,PM,Europe
116.55,No,Half,44,Female,PM,Europe
33.9,No,Half,73,Female,PM,Europe
66.11,No,Half,33,Female,PM,Europe
17.61,No,Half,20,Female,PM,Europe
43.97,Yes,Full,52,Female,PM,Europe
19.16,Yes,Full,67,Other,PM,Europe
109.86,Yes,Full,62,Female,PM,Europe
114.23,Yes,Half,63,Male,PM,Europe
67.25,No,Full,20,Female,AM,Europe
45.23,No,Half,50,Female,AM,Europe
42.2,Yes,Full,64,Female,PM,International
111.22,No,Full,50,Male,AM,Europe
76.22,Yes,Full,45,Female,PM,International
52.1,No,Full,24,Other,PM,Europe
93.73,No,Half,23,Male,AM,Europe
66.56,No,Full,18,Female,AM,Europe
30.07,No,Half,29,Male,AM,International
32.43,No,Half,55,Female,AM,International
36.65,No,Half,60,Female,AM,Europe
6.84,Yes,Half,79,Other,PM,Europe
34.42,No,Full,36,Female,PM,Europe
75.3,Yes,Full,56,Male,PM,Europe
91.64,No,Full,32,Female,AM,Europe
18.04,No,Full,45,Male,AM,Europe
116.81,Yes,Full,40,Male,PM,International
61.21,No,Half,66,Male,AM,Europe
12.16,No,Half,53,Male,PM,Europe
113.1,No,Half,68,Male,AM,Europe
36.24,No,Full,56,Male,AM,International
40.62,No,Half,62,Male,PM,International
57.82,No,Full,67,Male,AM,International
42.3,No,Full,43,Female,AM,Europe
25.43,Yes,Half,43,Male,PM,Europe
19.62,Yes,Full,32,Female,AM,Europe
63.61,Yes,Full,31,Male,AM,International
13.11,No,Full,20,Female,AM,Europe
86.63,Yes,Full,44,Male,AM,International
44.32,Yes,Full,41,Male,PM,Europe
119.15,No,Full,32,Female,PM,Europe
12.23,Yes,Full,21,Female,PM,Europe
10.59,No,Full,49,Female,AM,Europe
33.96,Yes,Full,73,Male,AM,Europe
45.44,Yes,Full,78,Male,AM,Europe
98.52,No,Full,64,Male,PM,Europe
100.41,Yes,Full,51,Male,PM,International
88.21,Yes,Half,56,Female,PM,International
99.96,No,Full,73,Female,AM,International
88.76,No,Full,31,Female,PM,Europe
105.4,No,Half,36,Male,AM,Europe
58.42,No,Full,33,Male,AM,International
36.79,Yes,Full,49,Female,PM,Europe
77.39,Yes,Full,65,Male,AM,Europe
46.93,Yes,Half,80,Male,AM,Europe
12.78,No,Full,26,Female,PM,Europe
103.42,No,Full,19,Female,PM,International
100.92,No,Full,43,Female,AM,Europe
62.08,No,Full,19,Female,AM,Europe
58.59,No,Half,26,Male,AM,Europe
18.67,No,Full,55,Male,AM,Europe
19.48,Yes,Full,52,Female,PM,Europe
96.74,No,Half,66,Female,PM,Europe
103.21,Yes,Half,74,Male,PM,International
5.65,No,Half,41,Male,AM,Europe
95.15,No,Full,42,Male,PM,International
66.64,Yes,Half,23,Male,PM,International
55.3,No,Full,74,Male,AM,International
59.68,No,Half,36,Male,AM,International
87.0,No,Full,52,Other,AM,Europe
5.27,No,Full,78,Female,PM,International
12.21,No,Full,50,Female,PM,Europe
101.75,No,Full,74,Female,AM,Europe
119.73,No,Full,67,Female,AM,Europe
32.78,No,Full,73,Male,PM,Europe
51.01,Yes,Full,31,Male,PM,International
85.72,No,Full,18,Female,PM,Europe
81.45,Yes,Half,20,Female,AM,International
95.13,No,Full,74,Female,AM,Europe
110.12,Yes,Full,48,Other,AM,Europe
35.37,Yes,Full,19,Female,PM,International
65.61,No,Full,74,Male,AM,Europe
21.16,Yes,Half,20,Female,PM,Europe
116.59,No,Full,51,Female,PM,Europe
92.1,Yes,Half,26,Male,PM,Europe
26.55,Yes,Full,65,Female,PM,Europe
90.08,Yes,Half,80,Female,PM,International
96.87,Yes,Full,54,Female,AM,Europe
20.69,No,Full,63,Male,AM,International
62.41,Yes,Half,76,Male,AM,Europe
99.61,No,Half,30,Male,AM,International
44.92,Yes,Full,63,Male,PM,International
10.8,No,Full,25,Male,AM,Europe
44.57,Yes,Full,25,Other,PM,Europe
94.93,Yes,Full,47,Female,PM,Europe
16.55,No,Half,47,Male,AM,Europe
40.68,Yes,Half,29,Female,PM,Europe
103.16,Yes,Full,37,Female,PM,Europe
23.62,No,Full,25,Female,AM,International
49.69,No,Full,67,Female,PM,Europe
68.73,No,Half,36,Female,PM,Europe
25.46,No,Full,43,Male,PM,Europe
85.58,No,Full,63,Male,AM,Europe
94.85,No,Full,24,Female,AM,International
77.98,No,Half,30,Male,AM,Europe
104.11,No,Full,27,Female,AM,Europe
20.03,No,Half,39,Male,PM,Europe
5.38,Yes,Half,22,Female,PM,Europe
35.7,No,Half,38,Female,AM,International
101.6,Yes,Full,77,Male,AM,Europe
19.6,No,Full,71,Male,PM,International
92.84,No,Half,75,Female,AM,Europe
111.87,No,Full,35,Female,AM,Europe
69.49,Yes,Half,33,Female,AM,Europe
106.55,Yes,Half,54,Female,PM,Europe
33.53,No,Full,79,Female,PM,Europe
88.12,Yes,Full,31,Female,AM,Europe
94.72,No,Full,20,Male,PM,Europe
61.06,No,Full,27,Male,AM,Europe
74.32,No,Full,57,Male,AM,International
15.22,Yes,Full,69,Female,PM,Europe
36.78,No,Half,23,Male,PM,Europe
13.83,No,Full,79,Female,PM,Europe
32.54,Yes,Full,22,Female,AM,Europe
107.65,Yes,Full,32,Female,AM,International
8.55,Yes,Full,74,Female,AM,Europe
62.14,No,Full,68,Female,PM,International
65.11,No,Half,77,Male,AM,Europe
37.86,No,Full,19,Female,AM,Europe
94.89,Yes,Half,74,Male,PM,Europe
72.8,No,Full,58,Female,AM,Europe
27.45,No,Full,24,Male,PM,Europe
59.19,No,Full,72,Male,AM,Europe
7.69,Yes,Full,47,Male,AM,Europe
7.06,No,Full,42,Male,PM,International
89.51,No,Half,23,Male,AM,Europe
24.81,No,Full,36,Female,PM,International
116.38,No,Full,70,Male,PM,Europe
46.19,Yes,Half,74,Female,PM,Europe
85.35,Yes,Full,56,Female,PM,Europe
58.18,Yes,Full,34,Female,PM,Europe
52.09,No,Full,40,Male,PM,Europe
81.81,No,Full,69,Male,AM,Europe
77.0,No,Full,25,Male,AM,International
105.84,No,Half,62,Male,AM,Europe
14.71,No,Full,18,Male,AM,Europe
63.25,Yes,Full,54,Male,AM,Europe
74.88,No,Full,79,Other,AM,Europe
79.73,No,Half,40,Male,PM,Europe
76.93,No,Full,50,Male,PM,Europe
47.3,No,Full,38,Male,PM,Europe
8.57,No,Full,58,Male,PM,Europe
87.05,Yes,Half,18,Female,AM,International
10.04,Yes,Full,68,Female,PM,International
59.13,Yes,Full,24,Female,PM,Europe
87.7,Yes,Half,75,Female,PM,Europe
36.45,Yes,Full,37,Male,AM,Europe
8.2,No,Full,46,Male,AM,International
15.66,Yes,Full,58,Female,AM,Europe
21.0,Yes,Full,63,Male,PM,International
81.49,Yes,Half,45,Female,AM,International
80.16,Yes,Full,54,Female,AM,International
117.52,Yes,Full,47,Female,PM,Europe
42.25,No,Full,22,Female,PM,Europe
20.11,No,Full,70,Female,AM,Europe
24.84,Yes,Full,28,Female,PM,Europe
8.7,Yes,Full,36,Female,PM,International
99.75,No,Half,31,Male,PM,Europe
13.76,No,Half,44,Female,PM,International
107.77,Yes,Full,35,Female,AM,Europe
10.57,No,Full,33,Female,PM,Europe
98.53,No,Full,51,Male,AM,Europe
27.51,No,Full,57,Other,AM,Europe
7.65,No,Full,54,Female,PM,Europe
85.68,Yes,Full,25,Male,AM,Europe
5.3,No,Full,67,Male,AM,International
39.23,No,Half,21,Male,PM,Europe
11.57,Yes,Full,61,Female,AM,Europe
18.96,Yes,Full,61,Male,AM,Europe
19.42,No,Half,45,Male,PM,Europe
88.17,Yes,Full,63,Female,PM,Europe
116.8,No,Full,48,Other,PM,International
33.13,Yes,Half,61,Male,AM,International
50.87,No,Half,70,Male,AM,Europe
48.05,Yes,Full,20,Male,AM,Europe
34.53,Yes,Full,20,Male,PM,Europe
86.96,No,Half,44,Male,AM,International
36.2,Yes,Full,43,Female,PM,Europe
64.16,No,Full,48,Female,AM,Europe
19.92,No,Full,54,Male,AM,Europe
102.52,Yes,Half,45,Male,AM,Europe
84.05,Yes,Full,48,Female,PM,Europe
66.96,Yes,Full,44,Male,AM,Europe
75.62,Yes,Full,25,Female,PM,Europe
30.8,No,Full,80,Male,AM,International
102.07,Yes,Half,20,Male,PM,Europe
19.08,Yes,Full,68,Male,PM,Europe
106.33,Yes,Half,36,Female,AM,Europe
75.51,No,Full,75,Female,AM,International
113.14,No,Full,25,Female,PM,Europe
38.14,No,Full,21,Female,PM,Europe
112.57,No,Full,64,Male,AM,Europe
78.41,Yes,Full,66,Female,AM,Europe
6.15,Yes,Full,22,Female,PM,Europe
16.83,No,Half,75,Male,AM,Europe
73.18,No,Half,55,Male,AM,Europe
15.93,No,Full,63,Female,AM,Europe
91.01,Yes,Full,31,Male,AM,International
82.28,No,Full,49,Male,PM,Europe
26.54,Yes,Full,44,Female,AM,Europe
78.25,No,Full,65,Male,PM,Europe
70.17,No,Full,71,Male,PM,International
33.33,Yes,Full,20,Male,PM,Europe
86.37,No,Half,30,Female,AM,Europe
33.9,No,Half,63,Female,AM,International
104.44,No,Full,53,Female,PM,International
50.57,No,Full,23,Male,PM,Europe
61.96,No,Half,39,Female,PM,International
81.05,No,Half,27,Male,AM,Europe
106.54,No,Half,37,Male,PM,Europe
57.46,Yes,Full,66,Male,AM,Europe
80.31,No,Half,46,Male,PM,Europe
73.64,No,Full,53,Male,AM,Europe
13.3,Yes,Half,78,Male,AM,Europe
77.78,Yes,Full,49,Female,PM,Europe
10.33,No,Half,28,Female,PM,Europe
63.15,No,Half,77,Female,PM,International
17.25,Yes,Half,48,Female,PM,International
75.0,Yes,Full,34,Female,PM,Europe
87.91,No,Full,21,Male,PM,International
95.36,Yes,Full,73,Other,AM,International
72.85,No,Half,27,Male,AM,Europe
118.77,No,Full,20,Male,PM,Europe
46.39,No,Half,29,Female,AM,Europe
6.3,No,Full,53,Male,PM,Europe
99.12,Yes,Half,57,Female,AM,Europe
57.02,Yes,Full,53,Male,AM,International
67.4,Yes,Half,23,Male,AM,Europe
102.41,Yes,Full,71,Female,PM,Europe
35.13,Yes,Full,42,Female,PM,Europe
42.58,No,Full,54,Female,PM,Europe
16.12,No,Half,44,Female,AM,Europe
83.41,No,Half,72,Female,AM,International
29.49,Yes,Full,66,Male,AM,International
103.12,Yes,Half,73,Male,PM,Europe
75.18,No,Full,51,Female,AM,International
109.81,No,Half,75,Male,AM,Europe
12.01,No,Full,45,Male,PM,Europe
119.05,No,Full,31,Male,AM,Europe
50.75,No,Full,25,Male,AM,Europe
67.75,No,Full,21,Female,PM,Europe
79.03,No,Full,68,Male,PM,Europe
60.81,No,Full,56,Female,PM,Europe
65.71,No,Half,24,Female,AM,Europe
52.97,No,Full,26,Other,PM,Europe
26.49,No,Half,71,Male,PM,Europe
116.49,No,Half,77,Male,AM,Europe
97.13,No,Full,51,Female,AM,Europe
73.76,No,Full,63,Female,AM,International
11.51,No,Half,20,Male,PM,Europe
107.89,Yes,Full,64,Male,AM,Europe
13.9,No,Full,41,Female,AM,International
94.95,Yes,Full,20,Female,AM,Europe
11.77,Yes,Full,74,Male,PM,Europe
92.55,Yes,Half,76,Other,AM,Europe
102.13,Yes,Full,50,Male,PM,Europe
56.72,No,Half,73,Female,PM,International
68.78,No,Full,21,Male,PM,International
101.32,Yes,Full,46,Male,PM,International
116.63,No,Full,35,Female,PM,Europe
7.04,Yes,Full,39,Male,PM,Europe
19.93,No,Full,30,Female,AM,International
104.38,No,Half,30,Male,PM,Europe
83.03,No,Full,52,Female,PM,Europe
36.32,Yes,Half,27,Male,PM,International
56.19,No,Full,59,Female,PM,Europe
17.78,Yes,Full,47,Male,PM,Europe
8.3,No,Full,33,Female,PM,International
89.18,Yes,Full,79,Female,AM,Europe
88.27,No,Full,80,Male,PM,Europe
84.84,Yes,Full,46,Female,PM,International
106.71,No,Full,35,Female,PM,Europe
37.96,Yes,Full,54,Female,PM,Europe
53.72,No,Full,35,Female,PM,International
33.82,Yes,Full,48,Female,AM,Europe
76.91,Yes,Full,30,Male,AM,Europe
78.26,No,Half,66,Male,AM,International
51.89,No,Full,70,Male,AM,Europe
112.54,No,Full,34,Male,AM,Europe
61.18,Yes,Full,22,Male,PM,Europe
110.53,No,Half,68,Male,PM,Europe
89.0,Yes,Full,52,Female,PM,International
112.95,Yes,Full,56,Female,AM,Europe
92.14,Yes,Full,56,Female,PM,International
30.84,No,Full,29,Male,AM,Europe
84.31,No,Full,19,Male,AM,Europe
32.42,No,Full,66,Male,PM,Europe
38.42,No,Full,23,Female,PM,International
30.47,No,Full,42,Male,AM,Europe
62.08,No,Full,74,Other,PM,Europe
54.91,Yes,Half,42,Male,AM,International
109.32,Yes,Full,71,Female,AM,Europe
73.21,No,Half,73,Female,PM,Europe
46.37,No,Full,44,Female,PM,Europe
76.69,No,Full,74,Other,AM,Europe
44.28,No,Full,22,Male,PM,International
101.18,No,Full,47,Male,PM,International
15.24,No,Full,73,Male,PM,Europe
30.15,No,Full,59,Female,AM,Europe
15.82,Yes,Full,44,Male,PM,Europe
104.72,Yes,Full,44,Male,AM,International
36.29,Yes,Full,54,Other,AM,Europe
119.39,No,Full,52,Female,PM,Europe
22.47,No,Half,50,Female,PM,Europe
42.28,Yes,Half,79,Female,PM,International
107.73,No,Full,20,Male,PM,Europe
78.07,Yes,Full,28,Female,AM,Europe
61.9,No,Half,57,Female,AM,International
23.84,No,Full,20,Female,PM,Europe
95.96,No,Full,69,Male,AM,Europe
43.3,No,Full,41,Male,PM,Europe
91.61,No,Full,21,Female,PM,International
72.02,Yes,Half,78,Male,PM,Europe
75.92,Yes,Full,51,Female,PM,Europe
42.41,No,Full,49,Female,PM,International
13.63,Yes,Half,43,Male,PM,International
73.46,No,Full,59,Female,AM,International
90.5,Yes,Half,76,Female,AM,Europe
71.25,Yes,Full,50,Male,PM,Europe
74.13,No,Full,42,Female,AM,International
85.2,No,Half,71,Male,AM,Europe
10.15,No,Half,39,Female,AM,Europe
30.72,Yes,Full,32,Female,PM,International
75.59,Yes,Full,52,Male,PM,International
20.6,Yes,Full,60,Female,PM,International
36.08,Yes,Full,33,Female,PM,Europe
10.18,No,Full,52,Male,PM,Europe
29.76,Yes,Full,69,Female,AM,Europe
6.33,Yes,Full,40,Male,AM,International
99.11,Yes,Half,67,Male,AM,Europe
72.59,Yes,Full,29,Female,AM,Europe
67.87,No,Full,45,Male,AM,Europe
5.65,Yes,Full,72,Male,AM,Europe
102.76,Yes,Half,54,Female,AM,Europe
5.01,Yes,Full,54,Male,AM,Europe
95.54,No,Full,59,Male,AM,Europe
30.18,Yes,Full,30,Male,PM,Europe
99.32,No,Full,79,Female,AM,International
19.85,No,Full,23,Male,AM,Europe
67.94,Yes,Full,34,Female,PM,International
8.39,No,Half,36,Male,AM,International
68.78,Yes,Full,47,Male,AM,Europe
20.3,No,Full,69,Female,AM,Europe
97.7,Yes,Full,67,Female,AM,Europe
32.17,No,Full,62,Male,PM,Europe
18.33,No,Full,67,Female,AM,Europe
8.5,No,Full,56,Male,PM,Europe
71.03,No,Full,67,Female,PM,Europe
81.13,Yes,Half,56,Male,PM,Europe
107.91,No,Full,74,Male,AM,International
12.1,Yes,Half,26,Male,PM,International
50.07,No,Full,76,Female,PM,International
23.76,Yes,Half,36,Female,PM,Europe
62.75,Yes,Full,68,Female,AM,Europe
32.42,No,Full,47,Female,PM,Europe
52.27,No,Full,43,Female,AM,Europe
47.39,No,Full,71,Female,AM,International
84.35,Yes,Full,18,Female,AM,Europe
90.32,No,Full,29,Female,PM,Europe
53.84,Yes,Full,61,Female,PM,Europe
33.06,No,Full,30,Female,PM,Europe
96.39,Yes,Full,24,Other,PM,Europe
102.51,No,Full,53,Male,PM,International
67.1,No,Half,34,Male,PM,Europe
33.7,No,Full,22,Male,PM,Europe
95.15,Yes,Half,18,Male,PM,Europe
45.94,No,Full,34,Other,AM,International
110.65,Yes,Full,47,Male,PM,Europe
35.67,Yes,Full,77,Male,AM,International
113.13,No,Half,59,Female,AM,Europe
54.21,No,Full,36,Male,AM,Europe
91.63,No,Full,32,Female,PM,International
29.02,Yes,Full,38,Other,PM,International
76.85,No,Full,50,Male,PM,Europe
71.95,No,Full,48,Female,AM,Europe
53.34,Yes,Full,45,Female,AM,Europe
89.57,Yes,Full,29,Male,AM,Europe
99.07,Yes,Full,62,Female,PM,Europe
88.64,Yes,Full,54,Male,AM,Europe
98.51,Yes,Full,70,Male,AM,Europe
90.7,No,Full,37,Female,PM,Europe
22.21,Yes,Full,80,Male,AM,Europe
93.83,No,Half,60,Female,AM,International
26.93,No,Half,62,Male,AM,Europe
16.41,No,Full,76,Female,PM,Europe
108.69,Yes,Full,54,Female,PM,Europe
73.8,Yes,Full,29,Male,PM,Europe
25.3,No,Full,42,Female,PM,Europe
78.16,No,Full,47,Male,AM,International
43.28,No,Full,50,Other,AM,International
21.28,Yes,Full,79,Male,AM,Europe
96.94,No,Half,59,Male,AM,Europe
17.65,Yes,Half,22,Female,AM,Europe
115.68,No,Half,57,Male,PM,International
93.77,No,Full,70,Female,AM,Europe
86.91,No,Full,69,Male,AM,International
